sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"ARHGEF16","Approved symbol","ARHGEF16","Rho guanine nucleotide exchange factor 16","HGNC:15515","1p36.32"
"EBP","Approved symbol","EBP","EBP cholestenol delta-isomerase","HGNC:3133","Xp11.23"
"EBP","Alias symbol","GLB1","galactosidase beta 1","HGNC:4298","3p22.3"
"EBP","Alias symbol","SH3D19","SH3 domain containing 19","HGNC:30418","4q31.3"
"CSTF2T","Approved symbol","CSTF2T","cleavage stimulation factor subunit 2 tau variant","HGNC:17086","10q21.1"
"PLEKHJ1","Approved symbol","PLEKHJ1","pleckstrin homology domain containing J1","HGNC:18211","19p13.3"
"RAB22A","Approved symbol","RAB22A","RAB22A, member RAS oncogene family","HGNC:9764","20q13.32"
"RSAFD1","Previous symbol","TYW1","tRNA-yW synthesizing protein 1 homolog","HGNC:25598","7q11.21"
"DKFZP564M082","Alias symbol","ANAPC15","anaphase promoting complex subunit 15","HGNC:24531","11q13.4"
"MMP13","Approved symbol","MMP13","matrix metallopeptidase 13","HGNC:7159","11q22.2"
"DDX43","Approved symbol","DDX43","DEAD-box helicase 43","HGNC:18677","6q13"
"ZNF248","Approved symbol","ZNF248","zinc finger protein 248","HGNC:13041","10p11.21"
"NGLY1","Approved symbol","NGLY1","N-glycanase 1","HGNC:17646","3p24.2"
"CLTB","Approved symbol","CLTB","clathrin light chain B","HGNC:2091","5q35.2"
"NRAP","Approved symbol","NRAP","nebulin related anchoring protein","HGNC:7988","10q25.3"
"NRAP","Alias symbol","NOL6","nucleolar protein 6","HGNC:19910","9p13.3"
"SLC13A3","Approved symbol","SLC13A3","solute carrier family 13 member 3","HGNC:14430","20q13.12"
"ZNF20","Approved symbol","ZNF20","zinc finger protein 20","HGNC:12992","19p13.2"
"ZNF20","Alias symbol","ZNF121","zinc finger protein 121","HGNC:12904","19p13.2"
"NR4A2","Approved symbol","NR4A2","nuclear receptor subfamily 4 group A member 2","HGNC:7981","2q22-q23"
"PRDX2","Approved symbol","PRDX2","peroxiredoxin 2","HGNC:9353","19p13.13"
"P2RY5","Previous symbol","LPAR6","lysophosphatidic acid receptor 6","HGNC:15520","13q14.2"
"FLJ23235","Alias symbol","TMEM156","transmembrane protein 156","HGNC:26260","4p14"
"FMO3","Approved symbol","FMO3","flavin containing dimethylaniline monoxygenase 3","HGNC:3771","1q24.3"
"TP53I11","Approved symbol","TP53I11","tumor protein p53 inducible protein 11","HGNC:16842","11p11.2"
"ENTPD7","Approved symbol","ENTPD7","ectonucleoside triphosphate diphosphohydrolase 7","HGNC:19745","10q24.2"
"SDBCAG84","Previous symbol","ERGIC3","ERGIC and golgi 3","HGNC:15927","20q11.22"
"TXNDC9","Approved symbol","TXNDC9","thioredoxin domain containing 9","HGNC:24110","2q11.2"
"CORO1C","Approved symbol","CORO1C","coronin 1C","HGNC:2254","12q24.11"
"IL1R2","Approved symbol","IL1R2","interleukin 1 receptor type 2","HGNC:5994","2q11.2"
"SLC22A1LS","Previous symbol","SLC22A18AS","SLC22A18 antisense RNA","HGNC:10965","11p15.4"
"AMHR2","Approved symbol","AMHR2","anti-Mullerian hormone receptor type 2","HGNC:465","12q13.13"
"FLJ11342","Alias symbol","ABHD10","abhydrolase domain containing 10, depalmitoylase","HGNC:25656","3q13.2"
"EIF2B2","Approved symbol","EIF2B2","eukaryotic translation initiation factor 2B subunit beta","HGNC:3258","14q24.3"
"DBH","Approved symbol","DBH","dopamine beta-hydroxylase","HGNC:2689","9q34.2"
"HSPA4L","Approved symbol","HSPA4L","heat shock protein family A (Hsp70) member 4 like","HGNC:17041","4q28.1"
"BRP44L","Previous symbol","MPC1","mitochondrial pyruvate carrier 1","HGNC:21606","6q27"
"FLJ10786","Alias symbol","CCDC87","coiled-coil domain containing 87","HGNC:25579","11q13.2"
"FLJ12903","Alias symbol","S100PBP","S100P binding protein","HGNC:25768","1p35.1"
"MCTS1","Approved symbol","MCTS1","MCTS1 re-initiation and release factor","HGNC:23357","Xq24"
"EIF3S2","Previous symbol","EIF3I","eukaryotic translation initiation factor 3 subunit I","HGNC:3272","1p35.2"
"FLJ20457","Alias symbol","ABITRAM","actin binding transcription modulator","HGNC:1364","9q31.3"
"CUTL2","Previous symbol","CUX2","cut like homeobox 2","HGNC:19347","12q24.11-q24.12"
"SNCAIP","Approved symbol","SNCAIP","synuclein alpha interacting protein","HGNC:11139","5q23.2"
"UAP1","Approved symbol","UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1","HGNC:12457","1q23.3"
"ALDH18A1","Approved symbol","ALDH18A1","aldehyde dehydrogenase 18 family member A1","HGNC:9722","10q24.1"
"SH3GLB1","Approved symbol","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1","HGNC:10833","1p22.3"
"LOC254359","Unmatched","","","",""
"COPZ1","Approved symbol","COPZ1","COPI coat complex subunit zeta 1","HGNC:2243","12q13.13"
"SCGB2A1","Approved symbol","SCGB2A1","secretoglobin family 2A member 1","HGNC:7051","11q12.3"
"GORASP1","Approved symbol","GORASP1","golgi reassembly stacking protein 1","HGNC:16769","3p22.2"
"MTRR","Approved symbol","MTRR","5-methyltetrahydrofolate-homocysteine methyltransferase reductase","HGNC:7473","5p15.31"
"ATP5H","Previous symbol","ATP5PD","ATP synthase peripheral stalk subunit d","HGNC:845","17q25.1"
"KLHL4","Approved symbol","KLHL4","kelch like family member 4","HGNC:6355","Xq21.31"
"NFKB1","Approved symbol","NFKB1","nuclear factor kappa B subunit 1","HGNC:7794","4q24"
"SLC35B1","Approved symbol","SLC35B1","solute carrier family 35 member B1","HGNC:20798","17q21.33"
"HSD17B12","Approved symbol","HSD17B12","hydroxysteroid 17-beta dehydrogenase 12","HGNC:18646","11p11.2"
"CCNH","Approved symbol","CCNH","cyclin H","HGNC:1594","5q14.3"
"RNF10","Approved symbol","RNF10","ring finger protein 10","HGNC:10055","12q24.31"
"PSMC6","Approved symbol","PSMC6","proteasome 26S subunit, ATPase 6","HGNC:9553","14q22.1"
"HMP19","Alias symbol","NSG2","neuronal vesicle trafficking associated 2","HGNC:24955","5q35.2"
"SPINT2","Approved symbol","SPINT2","serine peptidase inhibitor, Kunitz type 2","HGNC:11247","19q13.2"
"BAZ2B","Approved symbol","BAZ2B","bromodomain adjacent to zinc finger domain 2B","HGNC:963","2q24.2"
"WDR26","Approved symbol","WDR26","WD repeat domain 26","HGNC:21208","1q42.11-q42.12"
"SCN3A","Approved symbol","SCN3A","sodium voltage-gated channel alpha subunit 3","HGNC:10590","2q24.3"
"TRIM25","Approved symbol","TRIM25","tripartite motif containing 25","HGNC:12932","17q22"
"ADSS","Previous symbol","ADSS2","adenylosuccinate synthase 2","HGNC:292","1q44"
"INPP5A","Approved symbol","INPP5A","inositol polyphosphate-5-phosphatase A","HGNC:6076","10q26.3"
"PHEX","Approved symbol","PHEX","phosphate regulating endopeptidase homolog X-linked","HGNC:8918","Xp22.11"
"COBL","Approved symbol","COBL","cordon-bleu WH2 repeat protein","HGNC:22199","7p12.1"
"DDX1","Approved symbol","DDX1","DEAD-box helicase 1","HGNC:2734","2p24.3"
"KIAA1024","Previous symbol","MINAR1","membrane integral NOTCH2 associated receptor 1","HGNC:29172","15q25.1"
"EIF4G3","Approved symbol","EIF4G3","eukaryotic translation initiation factor 4 gamma 3","HGNC:3298","1p36.12"
"FLJ38984","Alias symbol","C1orf216","chromosome 1 open reading frame 216","HGNC:26800","1p34.3"
"POU2F3","Approved symbol","POU2F3","POU class 2 homeobox 3","HGNC:19864","11q23.3"
"PMS1","Approved symbol","PMS1","PMS1 homolog 1, mismatch repair system component","HGNC:9121","2q32.2"
"IER5","Approved symbol","IER5","immediate early response 5","HGNC:5393","1q25.3"
"PPP2R2D","Approved symbol","PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta","HGNC:23732","10q26.3"
"FLJ11506","Alias symbol","AAGAB","alpha and gamma adaptin binding protein","HGNC:25662","15q23"
"LARGE","Previous symbol","LARGE1","LARGE xylosyl- and glucuronyltransferase 1","HGNC:6511","22q12.3"
"HOXB2","Approved symbol","HOXB2","homeobox B2","HGNC:5113","17q21.32"
"RICS","Alias symbol","ARHGAP32","Rho GTPase activating protein 32","HGNC:17399","11q24.3"
"KCNJ14","Approved symbol","KCNJ14","potassium inwardly rectifying channel subfamily J member 14","HGNC:6260","19q13.33"
"HAO2","Approved symbol","HAO2","hydroxyacid oxidase 2","HGNC:4810","1p12"
"PMM2","Approved symbol","PMM2","phosphomannomutase 2","HGNC:9115","16p13.2"
"LOC90410","Unmatched","","","",""
"IFNGR2","Approved symbol","IFNGR2","interferon gamma receptor 2","HGNC:5440","21q22.11"
"RALA","Approved symbol","RALA","RAS like proto-oncogene A","HGNC:9839","7p14.1"
"FLJ20273","Alias symbol","RBM47","RNA binding motif protein 47","HGNC:30358","4p14"
"MYO5C","Approved symbol","MYO5C","myosin VC","HGNC:7604","15q21.2"
"CPA2","Approved symbol","CPA2","carboxypeptidase A2","HGNC:2297","7q32.2"
"DNASE2B","Approved symbol","DNASE2B","deoxyribonuclease 2 beta","HGNC:28875","1p31.1-p22.3"
"MYST2","Previous symbol","KAT7","lysine acetyltransferase 7","HGNC:17016","17q21.33"
"CPNE6","Approved symbol","CPNE6","copine 6","HGNC:2319","14q11.2"
"CACNA1G","Approved symbol","CACNA1G","calcium voltage-gated channel subunit alpha1 G","HGNC:1394","17q21.33"
"SLC25A3","Approved symbol","SLC25A3","solute carrier family 25 member 3","HGNC:10989","12q23.1"
"CASP1","Approved symbol","CASP1","caspase 1","HGNC:1499","11q22.3"
"SAT","Previous symbol","SAT1","spermidine/spermine N1-acetyltransferase 1","HGNC:10540","Xp22.11"
"TNFRSF6","Previous symbol","FAS","Fas cell surface death receptor","HGNC:11920","10q23.31"
"PSME2","Approved symbol","PSME2","proteasome activator subunit 2","HGNC:9569","14q12"
"MDS1","Previous symbol","MECOM","MDS1 and EVI1 complex locus","HGNC:3498","3q26.2"
"RPS6KA5","Approved symbol","RPS6KA5","ribosomal protein S6 kinase A5","HGNC:10434","14q32.11"
"GBF1","Approved symbol","GBF1","golgi brefeldin A resistant guanine nucleotide exchange factor 1","HGNC:4181","10q24.32"
"AXOT","Previous symbol","MARCHF7","membrane associated ring-CH-type finger 7","HGNC:17393","2q24.2"
"STAM2","Approved symbol","STAM2","signal transducing adaptor molecule 2","HGNC:11358","2q23.3"
"FLJ20534","Alias symbol","HPF1","histone PARylation factor 1","HGNC:26051","4q33"
"FY","Previous symbol","ACKR1","atypical chemokine receptor 1 (Duffy blood group)","HGNC:4035","1q23.2"
"FY","Alias symbol","FUZ","fuzzy planar cell polarity protein","HGNC:26219","19q13.33"
"ARFGEF2","Approved symbol","ARFGEF2","ADP ribosylation factor guanine nucleotide exchange factor 2","HGNC:15853","20q13.13"
"SNCG","Approved symbol","SNCG","synuclein gamma","HGNC:11141","10q23.2"
"VMP1","Approved symbol","VMP1","vacuole membrane protein 1","HGNC:29559","17q23.1"
"TM4SF9","Previous symbol","TSPAN5","tetraspanin 5","HGNC:17753","4q23"
"EIF4E","Approved symbol","EIF4E","eukaryotic translation initiation factor 4E","HGNC:3287","4q23"
"ADK","Approved symbol","ADK","adenosine kinase","HGNC:257","10q22.2"
"ARHGAP12","Approved symbol","ARHGAP12","Rho GTPase activating protein 12","HGNC:16348","10p11.22"
"KLK11","Approved symbol","KLK11","kallikrein related peptidase 11","HGNC:6359","19q13.41"
"UBE2N","Approved symbol","UBE2N","ubiquitin conjugating enzyme E2 N","HGNC:12492","12q22"
"EWSR1","Approved symbol","EWSR1","EWS RNA binding protein 1","HGNC:3508","22q12.2"
"CDK5RAP2","Approved symbol","CDK5RAP2","CDK5 regulatory subunit associated protein 2","HGNC:18672","9q33.2"
"D4S234E","Alias symbol","NSG1","neuronal vesicle trafficking associated 1","HGNC:18790","4p16.3"
"MMP15","Approved symbol","MMP15","matrix metallopeptidase 15","HGNC:7161","16q21"
"SPARCL1","Approved symbol","SPARCL1","SPARC like 1","HGNC:11220","4q22.1"
"CCL15","Approved symbol","CCL15","C-C motif chemokine ligand 15","HGNC:10613","17q12"
"TMEM2","Previous symbol","CEMIP2","cell migration inducing hyaluronidase 2","HGNC:11869","9q21.13"
"PTK6","Approved symbol","PTK6","protein tyrosine kinase 6","HGNC:9617","20q13.33"
"KLHL3","Approved symbol","KLHL3","kelch like family member 3","HGNC:6354","5q31.2"
"PRKG2","Approved symbol","PRKG2","protein kinase cGMP-dependent 2","HGNC:9416","4q21.21"
"CYP4F8","Approved symbol","CYP4F8","cytochrome P450 family 4 subfamily F member 8","HGNC:2648","19p13.12"
"FTSJ3","Approved symbol","FTSJ3","FtsJ RNA 2'-O-methyltransferase 3","HGNC:17136","17q23.3"
"TNP2","Approved symbol","TNP2","transition protein 2","HGNC:11952","16p13.13"
"PPP1R7","Approved symbol","PPP1R7","protein phosphatase 1 regulatory subunit 7","HGNC:9295","2q37.3"
"B3GAT1","Approved symbol","B3GAT1","beta-1,3-glucuronyltransferase 1","HGNC:921","11q25"
"TM9SF2","Approved symbol","TM9SF2","transmembrane 9 superfamily member 2","HGNC:11865","13q32.3"
"PHB","Previous symbol","PHB1","prohibitin 1","HGNC:8912","17q21.33"
"TRIP12","Approved symbol","TRIP12","thyroid hormone receptor interactor 12","HGNC:12306","2q36.3"
"ASAHL","Previous symbol","NAAA","N-acylethanolamine acid amidase","HGNC:736","4q21.1"
"ITK","Approved symbol","ITK","IL2 inducible T cell kinase","HGNC:6171","5q33.3"
"SLPI","Approved symbol","SLPI","secretory leukocyte peptidase inhibitor","HGNC:11092","20q13.12"
"SLC6A14","Approved symbol","SLC6A14","solute carrier family 6 member 14","HGNC:11047","Xq23"
"GLUD1","Approved symbol","GLUD1","glutamate dehydrogenase 1","HGNC:4335","10q23.2"
"GLUD1","Alias symbol","GRID1","glutamate ionotropic receptor delta type subunit 1","HGNC:4575","10q23.1-q23.2"
"LW-1","Alias symbol","HSFX1","heat shock transcription factor family, X-linked 1","HGNC:29603","Xq28"
"CTAGE5","Previous symbol","MIA2","MIA SH3 domain ER export factor 2","HGNC:18432","14q13.2"
"SHOX","Approved symbol","SHOX","short stature homeobox","HGNC:10853","Xp22.33 and Yp11.32"
"CHPPR","Alias symbol","MTFR1","mitochondrial fission regulator 1","HGNC:29510","8q13.1"
"ORC4L","Previous symbol","ORC4","origin recognition complex subunit 4","HGNC:8490","2q23.1"
"FAT","Alias symbol","CD36","CD36 molecule","HGNC:1663","7q21.11"
"FAT","Previous symbol","FAT1","FAT atypical cadherin 1","HGNC:3595","4q35.2"
"FAAH","Approved symbol","FAAH","fatty acid amide hydrolase","HGNC:3553","1p33"
"FAAH","Alias symbol","FA2H","fatty acid 2-hydroxylase","HGNC:21197","16q23.1"
"RALGPS1","Approved symbol","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1","HGNC:16851","9q33.3"
"DCXR","Approved symbol","DCXR","dicarbonyl and L-xylulose reductase","HGNC:18985","17q25.3"
"NME4","Approved symbol","NME4","NME/NM23 nucleoside diphosphate kinase 4","HGNC:7852","16p13.3"
"TAF7","Approved symbol","TAF7","TATA-box binding protein associated factor 7","HGNC:11541","5q31.3"
"CTSO","Approved symbol","CTSO","cathepsin O","HGNC:2542","4q32.1"
"CTSO","Previous symbol","CTSK","cathepsin K","HGNC:2536","1q21.3"
"NNAT","Approved symbol","NNAT","neuronatin","HGNC:7860","20q11.23"
"GTF3C4","Approved symbol","GTF3C4","general transcription factor IIIC subunit 4","HGNC:4667","9q34.13"
"ACLY","Approved symbol","ACLY","ATP citrate lyase","HGNC:115","17q21.2"
"HS747E2A","Alias symbol","C22orf31","chromosome 22 open reading frame 31","HGNC:26931","22q12.1"
"DKFZP434B168","Alias symbol","INTS7","integrator complex subunit 7","HGNC:24484","1q32.3"
"TGFBR1","Approved symbol","TGFBR1","transforming growth factor beta receptor 1","HGNC:11772","9q22.33"
"STARD3","Approved symbol","STARD3","StAR related lipid transfer domain containing 3","HGNC:17579","17q11-q12"
"TLE1","Approved symbol","TLE1","TLE family member 1, transcriptional corepressor","HGNC:11837","9q21.32"
"GATA6","Approved symbol","GATA6","GATA binding protein 6","HGNC:4174","18q11.2"
"TFF3","Approved symbol","TFF3","trefoil factor 3","HGNC:11757","21q22.3"
"PRDX3","Approved symbol","PRDX3","peroxiredoxin 3","HGNC:9354","10q26.11"
"TM9SF4","Approved symbol","TM9SF4","transmembrane 9 superfamily member 4","HGNC:30797","20q11.21"
"DCAMKL1","Previous symbol","DCLK1","doublecortin like kinase 1","HGNC:2700","13q13.3"
"GOLGB1","Approved symbol","GOLGB1","golgin B1","HGNC:4429","3q13.33"
"DDX56","Approved symbol","DDX56","DEAD-box helicase 56","HGNC:18193","7p13"
"SERPINB13","Approved symbol","SERPINB13","serpin family B member 13","HGNC:8944","18q21.33"
"BCHE","Approved symbol","BCHE","butyrylcholinesterase","HGNC:983","3q26.1"
"DNAJC8","Approved symbol","DNAJC8","DnaJ heat shock protein family (Hsp40) member C8","HGNC:15470","1p35.3"
"EIF2B4","Approved symbol","EIF2B4","eukaryotic translation initiation factor 2B subunit delta","HGNC:3260","2p23.3"
"SHB","Approved symbol","SHB","SH2 domain containing adaptor protein B","HGNC:10838","9p13.1"
"KDR","Approved symbol","KDR","kinase insert domain receptor","HGNC:6307","4q12"
"SLC9A3R1","Approved symbol","SLC9A3R1","SLC9A3 regulator 1","HGNC:11075","17q25.1"
"BRCA1","Approved symbol","BRCA1","BRCA1 DNA repair associated","HGNC:1100","17q21.31"
"PSEN2","Approved symbol","PSEN2","presenilin 2","HGNC:9509","1q42.13"
"LOC51333","Unmatched","","","",""
"TMX2","Approved symbol","TMX2","thioredoxin related transmembrane protein 2","HGNC:30739","11q12.1"
"TBL2","Approved symbol","TBL2","transducin beta like 2","HGNC:11586","7q11.23"
"GPR35","Approved symbol","GPR35","G protein-coupled receptor 35","HGNC:4492","2q37.3"
"ABHD6","Approved symbol","ABHD6","abhydrolase domain containing 6, acylglycerol lipase","HGNC:21398","3p14.3"
"LRRC1","Approved symbol","LRRC1","leucine rich repeat containing 1","HGNC:14307","6p12.1"
"HMMR","Approved symbol","HMMR","hyaluronan mediated motility receptor","HGNC:5012","5q34"
"SNCA","Approved symbol","SNCA","synuclein alpha","HGNC:11138","4q22.1"
"AP2S1","Approved symbol","AP2S1","adaptor related protein complex 2 subunit sigma 1","HGNC:565","19q13.32"
"LLGL2","Approved symbol","LLGL2","LLGL scribble cell polarity complex component 2","HGNC:6629","17q25.1"
"SLC38A2","Approved symbol","SLC38A2","solute carrier family 38 member 2","HGNC:13448","12q13.11"
"PSMC4","Approved symbol","PSMC4","proteasome 26S subunit, ATPase 4","HGNC:9551","19q13.11-q13.13"
"KLKB1","Approved symbol","KLKB1","kallikrein B1","HGNC:6371","4q35.2"
"BAMBI","Approved symbol","BAMBI","BMP and activin membrane bound inhibitor","HGNC:30251","10p12.1"
"TNFAIP3","Approved symbol","TNFAIP3","TNF alpha induced protein 3","HGNC:11896","6q23.3"
"PPP1R3C","Approved symbol","PPP1R3C","protein phosphatase 1 regulatory subunit 3C","HGNC:9293","10q23.32"
"KIAA0556","Previous symbol","KATNIP","katanin interacting protein","HGNC:29068","16p12.1"
"TESK2","Approved symbol","TESK2","testis associated actin remodelling kinase 2","HGNC:11732","1p34.1"
"COMMD10","Approved symbol","COMMD10","COMM domain containing 10","HGNC:30201","5q23.1"
"HIST2H2BE","Previous symbol","H2BC21","H2B clustered histone 21","HGNC:4760","1q21.2"
"FLJ11200","Alias symbol","UFSP2","UFM1 specific peptidase 2","HGNC:25640","4q35.1"
"CCNB1","Approved symbol","CCNB1","cyclin B1","HGNC:1579","5q13.2"
"GLO1","Approved symbol","GLO1","glyoxalase I","HGNC:4323","6p21.2"
"FEM1B","Approved symbol","FEM1B","fem-1 homolog B","HGNC:3649","15q23"
"MRPL19","Approved symbol","MRPL19","mitochondrial ribosomal protein L19","HGNC:14052","2p12"
"CASP3","Approved symbol","CASP3","caspase 3","HGNC:1504","4q35.1"
"ILT7","Alias symbol","LILRA4","leukocyte immunoglobulin like receptor A4","HGNC:15503","19q13.42"
"MRPS15","Approved symbol","MRPS15","mitochondrial ribosomal protein S15","HGNC:14504","1p34.3"
"SUCLG1","Approved symbol","SUCLG1","succinate-CoA ligase GDP/ADP-forming subunit alpha","HGNC:11449","2p11.2"
"PPARBP","Previous symbol","MED1","mediator complex subunit 1","HGNC:9234","17q12"
"HIF1A","Approved symbol","HIF1A","hypoxia inducible factor 1 subunit alpha","HGNC:4910","14q23.2"
"WFS1","Approved symbol","WFS1","wolframin ER transmembrane glycoprotein","HGNC:12762","4p16.1"
"GAMT","Approved symbol","GAMT","guanidinoacetate N-methyltransferase","HGNC:4136","19p13.3"
"KIAA0232","Approved symbol","KIAA0232","KIAA0232","HGNC:28992","4p16.1"
"CASP7","Approved symbol","CASP7","caspase 7","HGNC:1508","10q25.3"
"BATF","Approved symbol","BATF","basic leucine zipper ATF-like transcription factor","HGNC:958","14q24.3"
"MUC4","Approved symbol","MUC4","mucin 4, cell surface associated","HGNC:7514","3q29"
